DLiP-ID,Mol Image,MW,XLogP,HBA,HBD,PSA,nRotatableBonds,nRings,Common Target Pref Name,Active
T0000O,O=C(NS(=O)(=O)c1ccc(COc2ccccc2)cc1)c1ccc(-c2ccc(F)cc2)cc1,461.514,6.2,4,1,72.47,7,4,"BCL-like/BAX,BAK",Active
T00000,CCC(C)(C)C(=O)C(=O)N1CCCCC1C(=O)OCCCc1cc(OC)ccc1OC,433.545,3.548,6,0,82.14,10,2,FKBP1A/FK506,Active
T00001,COc1ccccc1C1C2=C(N=c3s/c(=C\c4ccc(/C=C/C(=O)O)cc4)c(=O)n31)c1ccccc1CC2,520.61,5.492,6,1,80.89,5,6,"BCL-like/BAX,BAK",Inactive
T00002,CSc1ccc(-c2c(C#N)c3cccc(Cl)n3c2NCCc2ccccc2)cc1,417.965,7.388,4,1,40.23,6,4,Neuropilin-1/VEGF-A,Active
T00003,COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)[C@@H]2CCCN2c2ccc([N+](=O)[O-])cc2)C(=O)O)cc1,519.554,5.147,7,2,131.24,10,4,Integrins,Active
T00004,COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)[C@@H]2CCCN2c2ccc([N+](=O)[O-])cc2)C(=O)O)cc1,519.554,5.147,7,2,131.24,10,4,Integrins,Active
T00005,COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)[C@@H]2CCCN2c2ccc([N+](=O)[O-])cc2)C(=O)O)cc1,519.554,5.147,7,2,131.24,10,4,Integrins,Active
T00006,CC(=O)O[C@H](CC1CC(=O)NC(=O)C1)[C@@H]1C[C@@H](C)C[C@H](C)C1=O,323.389,1.069,5,1,89.54,4,2,FKBP1A/FK506,Inactive
T00007,COc1cc(C=O)ccc1Oc1ccccc1,228.247,2.846,3,0,35.53,4,2,Transthyretin tetramer,Active
T00008,CC(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)NC1(C(=O)N[C@H](C)C(N)=O)CCNCC1)C(C)C,717.829,-3.475,10,9,278.71,16,3,Cyclophilins,Inactive
T00009,COc1cc2c(c(OC)c1)C1C3CCCC(C(=O)N1CC2)N3C(=O)N(c1ccccc1)c1ccccc1,497.595,4.363,4,0,62.32,4,6,FKBP1A/FK506,Active
T0000A,COc1ccccc1Sc1ccc(-c2ccnc(N3CCN(C(C)=O)CC3)c2)cc1C(F)(F)F,487.547,6.234,5,0,45.67,5,4,Integrins,Active
T0000B,O=C(O)CCc1cc(=O)n(CC(=O)NCC2CCC(Nc3nc4ccccc4[nH]3)CC2)c2ccccc12,501.587,4.112,6,4,129.11,9,5,Integrins,Active
T0000C,CC[C@H](N)C(=O)N[C@@H]1C(=O)N2[C@H](CC[C@H]2C(=O)NC(c2ccccc2)c2ccccc2)CC[C@@H]1CCNCc1ccccc1,595.788,4.859,5,4,116.56,12,5,XIAP/SMAC,Active
T0000D,CC(=O)N1CSC[C@@H]1C(=O)N[C@@H](Cc1ccc(OCc2c(Cl)cc(Cl)cc2Cl)cc1)C(=O)O,531.845,4.374,5,2,95.94,8,3,Integrins,Active
T0000E,CC(=O)N1CSC[C@@H]1C(=O)N[C@@H](Cc1ccc(OCc2c(Cl)cc(Cl)cc2Cl)cc1)C(=O)O,531.845,4.374,5,2,95.94,8,3,Integrins,Active
T0000F,Cc1cccc(NC(=O)Nc2ncccc2OCc2ccccc2)c1C,347.418,4.246,3,2,63.25,5,3,Cyclophilins,Active
T0000G,Cc1ccc(NC(=O)CNC(=O)CC23CC4CC(CC(C4)C2)C3)c(O)c1,356.466,5.055,3,3,78.43,5,5,RAC1/TIAM1,Active
T0000H,O=C(O)C[C@H](NC(=O)[C@@H]1CCCN(C(=O)CCC2CCNCC2)C1)c1cccnc1,416.522,0.199,5,3,111.63,8,3,Integrins,Active
T0000I,O=C(O)C[C@H](NC(=O)[C@@H]1CCCN(C(=O)CCC2CCNCC2)C1)c1cccnc1,416.522,0.199,5,3,111.63,8,3,Integrins,Active
T0000J,O=C(O)C[C@@H](NC(=O)[C@@H]1CCCN(C(=O)CCC2CCNCC2)C1)c1cccnc1,416.522,0.199,5,3,111.63,8,3,Integrins,Active
T0000K,O=C(O)C[C@@H](NC(=O)[C@@H]1CCCN(C(=O)CCC2CCNCC2)C1)c1cccnc1,416.522,0.199,5,3,111.63,8,3,Integrins,Active
T0000L,O=C(O)CC(NC(=O)C1CCCN(C(=O)CCC2CCNCC2)C1)c1cccnc1,416.522,0.199,5,3,111.63,8,3,Integrins,Active
T0000M,O=C(O)CC(NC(=O)C1CCCN(C(=O)CCC2CCNCC2)C1)c1cccnc1,416.522,0.199,5,3,111.63,8,3,Integrins,Active
T0000N,CN1Cc2cc(C(=O)N(CCc3ccccc3)Cc3nc4ccccc4[nH]3)ccc2N[C@@H](CC(=O)O)C1=O,511.582,3.601,5,3,118.63,8,5,Integrins,Active
T0000O,O=C(NS(=O)(=O)c1ccc(COc2ccccc2)cc1)c1ccc(-c2ccc(F)cc2)cc1,461.514,6.2,4,1,72.47,7,4,"BCL-like/BAX,BAK",Active
T0000P,Fc1cccc(F)c1Nc1nc2c(-c3nnc[nH]3)cccc2c2cnccc12,374.354,5.381,5,2,79.38,3,5,"BCL-like/BAX,BAK",Active
T0000Q,CC(C)C[C@@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C,602.693,1.487,7,7,238.41,10,2,Integrins,Active
T0000R,CCCCC(=O)[C@@H]1CCCCN1C(=O)C(=O)C(C)(C)CC,295.423,2.827,3,0,54.45,7,1,FKBP1A/FK506,Active
T0000S,O=C(N[C@@H](Cc1ccc(OCCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl,488.371,3.065,5,3,100.55,11,3,Integrins,Active
T0000T,O=C(N[C@@H](Cc1ccc(OCCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl,488.371,3.065,5,3,100.55,11,3,Integrins,Active
T0000U,CCN(CC)c1nc(C)c([N+](=O)[O-])c(NCCNC(=S)Nc2ccc(C)c(Cl)c2)n1,451.984,5.28,7,3,108.25,9,2,Cyclophilins,Active
T0000V,CC(C)C[C@H]1NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](Cc2c[nH]cn2)NC(=O)CNC(=O)CC2(CCCCC2)SSC[C@@H](C(=O)N[C@@H](C)C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC1=O,1138.346,-1.785,16,16,493.98,17,3,Integrins,Active
T0000W,CC(C)C[C@H]1NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](Cc2c[nH]cn2)NC(=O)CNC(=O)CC2(CCCCC2)SSC[C@@H](C(=O)N[C@@H](C)C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC1=O,1138.346,-1.785,16,16,493.98,17,3,Integrins,Active
T0000X,CC(C)C[C@H]1NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](Cc2c[nH]cn2)NC(=O)CNC(=O)CC2(CCCCC2)SSC[C@@H](C(=O)N[C@@H](C)C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC1=O,1138.346,-1.785,16,16,493.98,17,3,Integrins,Active
T0000Y,CC(C)C[C@H]1NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](Cc2c[nH]cn2)NC(=O)CNC(=O)CC2(CCCCC2)SSC[C@@H](C(=O)N[C@@H](C)C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC1=O,1138.346,-1.785,16,16,493.98,17,3,Integrins,Active
T0000Z,CC(C)C[C@H]1NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](Cc2c[nH]cn2)NC(=O)CNC(=O)CC2(CCCCC2)SSC[C@@H](C(=O)N[C@@H](C)C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC1=O,1138.346,-1.785,16,16,493.98,17,3,Integrins,Inactive
T00010,O=C(NC1CCCCCC1)C(Cc1ccccc1)NS(=O)(=O)c1cccc2nsnc12,458.609,4.598,6,2,101.05,7,4,Integrins,Inactive
T00011,CC(C)c1ccccc1Sc1ccc(-c2cc(N3CCC(C(=O)O)CC3)ncn2)cc1C(F)(F)F,501.574,7.045,5,1,66.32,6,4,Integrins,Active
T00012,C/C(=N\Nc1nc2c(F)cccc2s1)c1ccc(-c2ccc(Cl)c(C(=O)O)c2)o1,429.86,5.482,6,2,87.72,5,4,"BCL-like/BAX,BAK",Active
T00013,Cc1cc(C)cc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](CNC(=O)NCc2ccccc2)C(=O)O)c1,502.593,2.1,5,4,144.91,9,3,Integrins,Active
T00014,Cc1cc(C)cc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](CNC(=O)NCc2ccccc2)C(=O)O)c1,502.593,2.1,5,4,144.91,9,3,Integrins,Inactive
T00015,Cc1cc(C)cc(S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](CNC(=O)NCc2ccccc2)C(=O)O)c1,502.593,2.1,5,4,144.91,9,3,Integrins,Active
T00016,COc1ccccc1-c1ccc(C[C@H](NC(=O)C2(S(=O)(=O)c3ccccc3)CCCNC2)C(=O)O)cc1,522.623,4.713,6,3,121.8,9,4,Integrins,Active
T00017,COc1ccccc1-c1ccc(C[C@H](NC(=O)C2(S(=O)(=O)c3ccccc3)CCCNC2)C(=O)O)cc1,522.623,4.713,6,3,121.8,9,4,Integrins,Active
T00018,COc1ccccc1-c1ccc(C[C@H](NC(=O)C2(S(=O)(=O)c3ccccc3)CCCNC2)C(=O)O)cc1,522.623,4.713,6,3,121.8,9,4,Integrins,Active
T00019,N=C(N)c1cccc(NC(=O)c2ccc3c(c2)CN(CCc2ccccc2)C(=O)C(CC(=O)O)N3)c1,485.544,3.62,5,5,148.61,8,4,Integrins,Active
T0001A,N=C(N)c1cccc(NC(=O)c2ccc3c(c2)CN(CCc2ccccc2)C(=O)C(CC(=O)O)N3)c1,485.544,3.62,5,5,148.61,8,4,Integrins,Active
T0001B,CCCCNS(=O)(=O)c1ccc(OCC(=O)N2CCOCC2)cc1,356.444,1.05,5,1,84.94,8,2,FKBP1A/FK506,Inactive
T0001C,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N[C@@H](CC(C)C)C(=O)N2CCCCC2C(=O)O)cc1,508.619,3.549,4,4,127.84,9,3,Integrins,Inactive
T0001D,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N[C@@H](CC(C)C)C(=O)N2CCCCC2C(=O)O)cc1,508.619,3.549,4,4,127.84,9,3,Integrins,Inactive
T0001E,C/C(=N\Nc1nc2ccccc2s1)c1ccc(-c2cccc(C(N)=O)c2)o1,376.441,3.971,6,2,93.51,5,4,"BCL-like/BAX,BAK",Inactive
T0001F,COc1ccccc1-c1ccc(C[C@H](NC(=O)C2(c3cccnc3)CCNCC2)C(=O)O)cc1,459.546,1.227,5,3,100.55,8,4,Integrins,Active
T0001G,COc1ccccc1-c1ccc(C[C@H](NC(=O)C2(c3cccnc3)CCNCC2)C(=O)O)cc1,459.546,1.227,5,3,100.55,8,4,Integrins,Active
T0001H,COc1cc(C(=O)C(=O)N2C3CCCC2C2c4cc(Cl)ccc4CCN2C3=O)cc(OC)c1OC,498.963,3.049,6,0,85.38,5,5,FKBP1A/FK506,Active
T0001I,CC(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(N)=O)C(C)C,486.53,-3.531,7,8,261.19,15,0,Integrins,Inactive
T0001J,CC(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(N)=O)C(C)C,486.53,-3.531,7,8,261.19,15,0,Integrins,Inactive
T0001K,COc1ccc(CC[C@@H](OC(=O)[C@@H]2CCCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)c2cccc(OCCN3CCOCC3)c2)cc1OC,721.7,5.993,9,0,103.84,14,5,FKBP1A/FK506,Inactive
T0001L,CN1Cc2cc(C(=O)N3CCN(c4ccccn4)CC3)ccc2N[C@@H](CC(=O)O)C1=O,423.473,2.125,6,2,106.08,4,4,Integrins,Active
T0001M,CN1Cc2cc(C(=O)N3CCN(c4ccccn4)CC3)ccc2N[C@@H](CC(=O)O)C1=O,423.473,2.125,6,2,106.08,4,4,Integrins,Inactive
T0001N,CCCCS(=O)(=O)N[C@@H](CCCCCCCc1ccc2c(n1)NCCC2)C(=O)O,425.595,2.086,5,3,108.39,14,2,Integrins,Active
T0001O,CC(=O)CN[C@H]1CSSC(C)(C)[C@H](C(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)N(C)C1=O,647.781,-2.007,11,8,281.5,10,1,Integrins,Active
T0001P,CC(=O)CN[C@H]1CSSC(C)(C)[C@H](C(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)N(C)C1=O,647.781,-2.007,11,8,281.5,10,1,Integrins,Active
T0001Q,CCN(CC)c1ncc(N(CC)C(=O)N2CCCCC2)c(N[C@@H](Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)O)n1,581.718,1.611,8,2,131.44,11,4,Integrins,Active
T0001R,CCN(CC)c1ncc(N(CC)C(=O)N2CCCCC2)c(N[C@@H](Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)O)n1,581.718,1.611,8,2,131.44,11,4,Integrins,Active
T0001S,CCN(CC)c1ncc(N(CC)C(=O)N2CCCCC2)c(N[C@@H](Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)O)n1,581.718,1.611,8,2,131.44,11,4,Integrins,Active
T0001T,C[C@@]1(C(=O)N[C@@H](Cc2ccc(I)cc2)C(=O)O)CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,611.285,4.666,4,2,103.78,7,3,Integrins,Active
T0001U,C[C@@]1(C(=O)N[C@@H](Cc2ccc(I)cc2)C(=O)O)CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,611.285,4.666,4,2,103.78,7,3,Integrins,Active
T0001V,C[C@@]1(C(=O)N[C@@H](Cc2ccc(I)cc2)C(=O)O)CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,611.285,4.666,4,2,103.78,7,3,Integrins,Active
T0001W,COCCNc1c(-c2ccccc2)c(C#N)c2cccc(Cl)n12,325.799,4.588,4,1,49.46,5,3,Neuropilin-1/VEGF-A,Active
T0001X,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)N3CCOCC3)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)CCCC/C=C/1C,1031.335,5.335,15,2,213.97,7,5,FKBP1A/FK506,Inactive
T0001Y,N=C(N)NCCC[C@@H]1NC(=O)N(CC(=O)NCC(NC(=O)CCc2ccccc2)C(=O)O)C1=O,475.506,-2.632,6,7,206.81,13,2,Integrins,Active
T0001Z,N=C(N)NCCC[C@@H]1NC(=O)N(CC(=O)NCC(NC(=O)CCc2ccccc2)C(=O)O)C1=O,475.506,-2.632,6,7,206.81,13,2,Integrins,Active
T00020,N#Cc1cccc(S(=O)(=O)N2C[C@H](N3CCCCC3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1,699.617,1.16,8,3,172.8,10,5,Integrins,Active
T00021,N#Cc1cccc(S(=O)(=O)N2C[C@H](N3CCCCC3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1,699.617,1.16,8,3,172.8,10,5,Integrins,Active
T00022,O=C(O)C[C@@H](NC(=O)CNC(=O)c1cc(O)cc(NC2=NCC(F)CN2)c1)c1cc(Cl)cc(Cl)c1,526.352,2.708,7,6,152.15,8,3,Integrins,Active
T00023,O=C(O)C[C@@H](NC(=O)CNC(=O)c1cc(O)cc(NC2=NCC(F)CN2)c1)c1cc(Cl)cc(Cl)c1,526.352,2.708,7,6,152.15,8,3,Integrins,Active
T00024,Nc1cc(C[C@H](NS(=O)(=O)c2cccc(C(F)(F)F)c2)C(=O)O)ccc1OCCCCNc1ccccn1,552.575,1.731,7,4,143.64,13,3,Integrins,Active
T00025,Nc1cc(C[C@H](NS(=O)(=O)c2cccc(C(F)(F)F)c2)C(=O)O)ccc1OCCCCNc1ccccn1,552.575,1.731,7,4,143.64,13,3,Integrins,Active
T00026,CCN1CC/C(=N/Nc2nc3ccccc3s2)c2cc(-c3cccc(C(=O)O)n3)ccc21,443.532,5.284,7,2,90.71,5,5,"BCL-like/BAX,BAK",Active
T00027,NC(N)=NCCC[C@H](N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CS)C(=O)O,449.49,-5.651,8,9,252.32,14,0,Integrins,Active
T00028,NC(N)=NCCC[C@H](N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CS)C(=O)O,449.49,-5.651,8,9,252.32,14,0,Integrins,Active
T00029,Cc1noc(C)c1C(=O)N[C@@H](Cc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1)C(=O)O,476.316,4.052,5,3,121.53,7,3,Integrins,Active
T0002A,Cc1noc(C)c1C(=O)N[C@@H](Cc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1)C(=O)O,476.316,4.052,5,3,121.53,7,3,Integrins,Active
T0002B,CCc1cccc(-c2ccc(C(=O)O)cc2)c1,226.275,4.478,1,1,37.3,3,2,"BCL-like/BAX,BAK",Inactive
T0002C,N=C(N)NCCCc1cn(CC(=O)N[C@H](C(=O)O)c2ccccc2)nn1,359.39,-2.043,6,5,159.01,9,2,Integrins,Inactive
T0002D,N=C(N)NCCCc1cn(CC(=O)N[C@H](C(=O)O)c2ccccc2)nn1,359.39,-2.043,6,5,159.01,9,2,Integrins,Inactive
T0002E,N=C(N)NCCCc1cn(CC(=O)N[C@@H](C(=O)O)c2ccccc2)nn1,359.39,-2.043,6,5,159.01,9,2,Integrins,Active
T0002F,N=C(N)NCCCc1cn(CC(=O)N[C@@H](C(=O)O)c2ccccc2)nn1,359.39,-2.043,6,5,159.01,9,2,Integrins,Active
T0002G,Brc1cccc[n+]1-c1ccc2cc(-[n+]3ccccc3Br)ccc2c1,442.154,9.024,0,0,7.76,2,4,"BCL-like/BAX,BAK",Inactive
T0002H,Brc1cccc[n+]1-c1ccc2cc(-[n+]3ccccc3Br)ccc2c1,442.154,9.024,0,0,7.76,2,4,"BCL-like/BAX,BAK",Inactive
T0002I,COc1ccccc1-c1ccc(C[C@H](NC(=O)C2(S(=O)(=O)C3CCCCC3)CCCC2)C(=O)O)cc1,513.656,4.675,5,2,109.77,9,4,Integrins,Active
T0002J,COc1ccccc1-c1ccc(C[C@H](NC(=O)C2(S(=O)(=O)C3CCCCC3)CCCC2)C(=O)O)cc1,513.656,4.675,5,2,109.77,9,4,Integrins,Active
T0002K,COc1ccccc1-c1ccc(C[C@H](NC(=O)C2(S(=O)(=O)C3CCCCC3)CCCC2)C(=O)O)cc1,513.656,4.675,5,2,109.77,9,4,Integrins,Active
T0002L,N=C(N)c1ccc2[nH]c(C(=O)NCCC(=O)NC(CC(=O)O)c3ccccc3)cc2c1,421.457,1.886,4,6,161.16,9,3,Integrins,Active
T0002M,N=C(N)c1ccc2[nH]c(C(=O)NCCC(=O)NC(CC(=O)O)c3ccccc3)cc2c1,421.457,1.886,4,6,161.16,9,3,Integrins,Active
T0002N,O=C(O)C[C@@H](NC(=O)[C@@H]1CCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1)c1ccccc1,457.335,3.13,4,2,103.78,7,3,Integrins,Active
T0002O,O=C(O)C[C@@H](NC(=O)[C@@H]1CCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1)c1ccccc1,457.335,3.13,4,2,103.78,7,3,Integrins,Active
T0002P,Cc1cc(C)c(S(=O)(=O)N[C@@H](CCC(=O)N2CCN(c3cccc(NC4=NCCCN4)c3)CC2)C(=O)O)c(C)c1,570.716,2.78,8,4,143.44,9,4,Integrins,Active
T0002Q,Cc1cc(C)c(S(=O)(=O)N[C@@H](CCC(=O)N2CCN(c3cccc(NC4=NCCCN4)c3)CC2)C(=O)O)c(C)c1,570.716,2.78,8,4,143.44,9,4,Integrins,Active
T0002R,O=C(NCCc1ccccc1)C1CCCN1C(=O)Nc1ccccc1,337.423,2.707,2,2,61.44,5,3,FKBP1A/FK506,Inactive
T0002S,O=C(O)C[C@@H](C#Cc1ccccc1)NC(=O)[C@@H]1CCCN(C(=O)CCC2CCNCC2)C1,439.556,2.111,4,3,98.74,7,3,Integrins,Active
T0002T,O=C(O)C[C@@H](C#Cc1ccccc1)NC(=O)[C@@H]1CCCN(C(=O)CCC2CCNCC2)C1,439.556,2.111,4,3,98.74,7,3,Integrins,Active
T0002U,O=C(O)C[C@H](C#Cc1ccccc1)NC(=O)[C@@H]1CCCN(C(=O)CCC2CCNCC2)C1,439.556,2.111,4,3,98.74,7,3,Integrins,Active
T0002V,O=C(O)C[C@H](C#Cc1ccccc1)NC(=O)[C@@H]1CCCN(C(=O)CCC2CCNCC2)C1,439.556,2.111,4,3,98.74,7,3,Integrins,Active
T0002W,CC(C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCCCC1,644.821,3.254,5,7,185.3,15,4,p53/MDMX,Inactive
T0002X,COc1cccc(OC)c1-c1ccc(C[C@H](NC[C@@H]2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1,593.529,5.634,6,2,105.17,11,4,Integrins,Active
T0002Y,COc1cccc(OC)c1-c1ccc(C[C@H](NC[C@@H]2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1,593.529,5.634,6,2,105.17,11,4,Integrins,Active
T0002Z,COc1ccccc1C1C2=C(N=c3s/c(=C\c4ccc(C(=O)O)cc4)c(=O)n31)c1ccccc1CC2,494.572,5.22,6,1,80.89,4,6,"BCL-like/BAX,BAK",Inactive
T00030,CN[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)NC(c1ccccc1)c1ccccc1,493.608,1.175,5,4,133.63,11,3,XIAP/SMAC,Active
